# Lines not beginning with # have the following format: Gene name <tab> family origin <tab> gene history string <tab> locusIsland <tab> initialFamily <tab> originFamily <tab> locusFamily <tab> locFamMRCA <tab> gene description.
########### Begin contig
  4791_K_pneumoniae_KPNIH1-KPNIH1_RS00550			4130	2001	3994	4130	s0	YijD family membrane protein
  4792_K_pneumoniae_KPNIH1-KPNIH1_RS00555			2536	662	2431	2536	s0	trmA - tRNA (uridine(54)-C5)-methyltransferase TrmA
  4793_K_pneumoniae_KPNIH1-KPNIH1_RS00560			2405	560	2305	2405	s0	btuB - TonB-dependent vitamin B12 receptor BtuB
  4794_K_pneumoniae_KPNIH1-KPNIH1_RS00565			4129	2000	3993	4129	s0	murI - glutamate racemase
  4795_K_pneumoniae_KPNIH1-KPNIH1_RS00605			4447	2265	4308	4447	s0	hdfR - HTH-type transcriptional regulator HdfR
  4796_K_pneumoniae_KPNIH1-KPNIH1_RS00610			4128	1999	3992	4128	s0	DUF413 domain-containing protein
  4797_K_pneumoniae_KPNIH1-KPNIH1_RS00615			4127	1998	3991	4127	s0	YifB family Mg chelatase-like AAA ATPase
  4798_K_pneumoniae_KPNIH1-KPNIH1_RS29510			11860	7515	11654	11860	K_pneumoniae_KPNIH1	ilvL - ilv operon leader peptide
  4799_K_pneumoniae_KPNIH1-KPNIH1_RS33515			11861	7516	11655	11861	K_pneumoniae_KPNIH1	ilvX - peptide IlvX
  4800_K_pneumoniae_KPNIH1-KPNIH1_RS00625			445	42	429	445	s0	ilvG - acetolactate synthase 2 catalytic subunit
  4801_K_pneumoniae_KPNIH1-KPNIH1_RS00630			4126	1997	3990	4126	s0	ilvM - acetolactate synthase 2 small subunit
  4802_K_pneumoniae_KPNIH1-KPNIH1_RS00635			2732	834	2625	2732	s0	ilvE - branched-chain-amino-acid transaminase
  4803_K_pneumoniae_KPNIH1-KPNIH1_RS00640			2585	709	2479	2585	s0	ilvD - dihydroxy-acid dehydratase
  4804_K_pneumoniae_KPNIH1-KPNIH1_RS00645			2586	710	2480	2586	s0	ilvA - threonine ammonia-lyase, biosynthetic
  4805_K_pneumoniae_KPNIH1-KPNIH1_RS00650			4448	2266	4309	4448	s1	ilvY - HTH-type transcriptional activator IlvY
  4806_K_pneumoniae_KPNIH1-KPNIH1_RS00655			4125	1996	3989	4125	s0	ilvC - ketol-acid reductoisomerase
  4807_K_pneumoniae_KPNIH1-KPNIH1_RS00660			2193	406	2095	2193	s0	ppiC - peptidylprolyl isomerase PpiC
  4808_K_pneumoniae_KPNIH1-KPNIH1_RS00665			2193	406	2095	2193	s0	peptidyl-prolyl cis-trans isomerase
  4809_K_pneumoniae_KPNIH1-KPNIH1_RS00670			2818	910	2708	2818	s0	rep - DNA helicase Rep
  4810_K_pneumoniae_KPNIH1-KPNIH1_RS00675			10266	5921	10060	10266	K_pneumoniae_KPNIH1	DUF554 domain-containing protein
  4811_K_pneumoniae_KPNIH1-KPNIH1_RS00680			33	4	31	33	K_pneumoniae_KPNIH1	IS5-like element ISKpn26 family transposase
  4812_K_pneumoniae_KPNIH1-KPNIH1_RS00685			14490	10145	14284	14490	K_pneumoniae_KPNIH1	LysR family transcriptional regulator
  4813_K_pneumoniae_KPNIH1-KPNIH1_RS00690			2791	884	2681	2791	s0	gppA - guanosine-5'-triphosphate,3'-diphosphate diphosphatase
  4814_K_pneumoniae_KPNIH1-KPNIH1_RS00695			2328	500	2228	2328	s0	rhlB - ATP-dependent RNA helicase RhlB
  4815_K_pneumoniae_KPNIH1-KPNIH1_RS00700			1103	139	1056	1103	s0	trxA - thioredoxin TrxA
  4816_K_pneumoniae_KPNIH1-KPNIH1_RS00705			4222	2088	4085	4222	s0	rho - transcription termination factor Rho
  4817_K_pneumoniae_KPNIH1-KPNIH1_RS00710			3030	1062	2915	3030	s0	wecA - UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase
  4818_K_pneumoniae_KPNIH1-KPNIH1_RS00715			2656	766	2550	2656	s0	wzzE - ECA polysaccharide chain length modulation protein
  4819_K_pneumoniae_KPNIH1-KPNIH1_RS00720			4223	2089	4086	4223	s0	wecB - UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
  4820_K_pneumoniae_KPNIH1-KPNIH1_RS00725			2762	859	2655	2762	s1	wecC - UDP-N-acetyl-D-mannosamine dehydrogenase
  4821_K_pneumoniae_KPNIH1-KPNIH1_RS00730			1250	170	1198	1250	s0	rffG - dTDP-glucose 4,6-dehydratase
  4822_K_pneumoniae_KPNIH1-KPNIH1_RS00735			1472	220	1408	1472	s0	rfbA - glucose-1-phosphate thymidylyltransferase RfbA
  4823_K_pneumoniae_KPNIH1-KPNIH1_RS00740			4224	2090	4087	4224	s0	rffC - dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase
  4824_K_pneumoniae_KPNIH1-KPNIH1_RS00745			1965	332	1879	1965	s0	rffA - dTDP-4-amino-4,6-dideoxygalactose transaminase
  4825_K_pneumoniae_KPNIH1-KPNIH1_RS00750			4225	2091	4088	4225	s0	wzxE - lipid III flippase WzxE
  4826_K_pneumoniae_KPNIH1-KPNIH1_RS00755			3075	1100	2959	3075	s0	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
  4827_K_pneumoniae_KPNIH1-KPNIH1_RS00760			4226	2092	4089	4226	s0	wzyE - ECA oligosaccharide polymerase
  4828_K_pneumoniae_KPNIH1-KPNIH1_RS00765			4227	2093	4090	4227	s0	rffM - lipopolysaccharide N-acetylmannosaminouronosyltransferase
  4829_K_pneumoniae_KPNIH1-KPNIH1_RS00770			135	10	132	135	s0	amino acid permease
  4830_K_pneumoniae_KPNIH1-KPNIH1_RS00800			4228	2094	4091	4228	s0	hemY - protoheme IX biogenesis protein HemY
  4831_K_pneumoniae_KPNIH1-KPNIH1_RS00805			4229	2095	4092	4229	s0	hemX - uroporphyrinogen-III C-methyltransferase
  4832_K_pneumoniae_KPNIH1-KPNIH1_RS00810			4230	2096	4093	4230	s0	hemD - uroporphyrinogen-III synthase
  4833_K_pneumoniae_KPNIH1-KPNIH1_RS00815			4231	2097	4094	4231	s0	hemC - hydroxymethylbilane synthase
  4834_K_pneumoniae_KPNIH1-KPNIH1_RS00825			4232	2098	4095	4232	s0	cyaA - class I adenylate cyclase
  4835_K_pneumoniae_KPNIH1-KPNIH1_RS00830			4233	2099	4096	4233	s0	cyaY - iron donor protein CyaY
  4836_K_pneumoniae_KPNIH1-KPNIH1_RS00835			4863	2499	4711	4863	s1	lipoprotein
  4837_K_pneumoniae_KPNIH1-KPNIH1_RS00840			3000	1036	2886	3000	s0	dapF - diaminopimelate epimerase
  4838_K_pneumoniae_KPNIH1-KPNIH1_RS00845			4234	2100	4097	4234	s0	DUF484 domain-containing protein
  4839_K_pneumoniae_KPNIH1-KPNIH1_RS00850			1061	128	1019	1061	s0	xerC - tyrosine recombinase XerC
  4840_K_pneumoniae_KPNIH1-KPNIH1_RS00855			4235	2101	4098	4235	s0	yigB - 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
  4841_K_pneumoniae_KPNIH1-KPNIH1_RS00860			2817	909	2707	2817	s0	uvrD - DNA helicase II
  4842_K_pneumoniae_KPNIH1-KPNIH1_RS00870			3004	1040	2890	3004	s0	corA - magnesium/cobalt transporter CorA
  4843_K_pneumoniae_KPNIH1-KPNIH1_RS00875			2955	1004	2843	2955	s0	rarD - EamA family transporter RarD
  4844_K_pneumoniae_KPNIH1-KPNIH1_RS00880			4236	2102	4099	4236	s0	thioesterase family protein
  4845_K_pneumoniae_KPNIH1-KPNIH1_RS00885			4237	2103	4100	4237	s0	pldA - phospholipase A
  4846_K_pneumoniae_KPNIH1-KPNIH1_RS00890			2335	505	2235	2335	s0	recQ - ATP-dependent DNA helicase RecQ
  4847_K_pneumoniae_KPNIH1-KPNIH1_RS00895			2271	457	2171	2271	s0	rhtC - threonine export protein RhtC
  4848_K_pneumoniae_KPNIH1-KPNIH1_RS00900			266	24	260	266	K_pneumoniae_KPNIH1	Rpn family recombination-promoting nuclease/putative transposase
  4849_K_pneumoniae_KPNIH1-KPNIH1_RS00905			2270	456	2170	2270	s1	rhtB - homoserine/homoserine lactone efflux protein
  4850_K_pneumoniae_KPNIH1-KPNIH1_RS00910			4238	2104	4101	4238	s0	pldB - lysophospholipase L2
  4851_K_pneumoniae_KPNIH1-KPNIH1_RS00915			1074	132	1029	1074	s0	yigL - sugar/pyridoxal phosphate phosphatase YigL
  4852_K_pneumoniae_KPNIH1-KPNIH1_RS00920			4248	2114	4111	4248	s0	carboxylate/amino acid/amine transporter
  4853_K_pneumoniae_KPNIH1-KPNIH1_RS00925			4438	2258	4300	4438	s0	metR - HTH-type transcriptional regulator MetR
  4854_K_pneumoniae_KPNIH1-KPNIH1_RS00930			4249	2115	4112	4249	s0	metE - 5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase
  4855_K_pneumoniae_KPNIH1-KPNIH1_RS00935			3077	1102	2961	3077	s0	dienelactone hydrolase family protein
  4856_K_pneumoniae_KPNIH1-KPNIH1_RS00940			2819	911	2709	2819	s0	udp - uridine phosphorylase
  4857_K_pneumoniae_KPNIH1-KPNIH1_RS00945			4250	2116	4113	4250	s0	rmuC - DNA recombination protein RmuC
  4858_K_pneumoniae_KPNIH1-KPNIH1_RS00950			4251	2117	4114	4251	s0	ubiE - bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE
  4859_K_pneumoniae_KPNIH1-KPNIH1_RS00955			4252	2118	4115	4252	s0	SCP2 domain-containing protein
  4860_K_pneumoniae_KPNIH1-KPNIH1_RS00960			3028	1060	2913	3028	s0	ubiB - ubiquinone biosynthesis regulatory protein kinase UbiB
  4861_K_pneumoniae_KPNIH1-KPNIH1_RS00965			1180	158	1129	1180	s0	tatA - Sec-independent protein translocase subunit TatA
  4862_K_pneumoniae_KPNIH1-KPNIH1_RS00970			4253	2119	4116	4253	s0	tatB - Sec-independent protein translocase protein TatB
  4863_K_pneumoniae_KPNIH1-KPNIH1_RS00975			4254	2120	4117	4254	s0	tatC - Sec-independent protein translocase subunit TatC
  4864_K_pneumoniae_KPNIH1-KPNIH1_RS00980			2515	641	2410	2515	s0	tatD - 3'-5' ssDNA/RNA exonuclease TatD
  4865_K_pneumoniae_KPNIH1-KPNIH1_RS00985			4257	2122	4120	4257	s0	rfaH - transcription/translation regulatory transformer protein RfaH
  4866_K_pneumoniae_KPNIH1-KPNIH1_RS00995			2644	755	2538	2644	s0	ubiD - 4-hydroxy-3-polyprenylbenzoate decarboxylase
  4867_K_pneumoniae_KPNIH1-KPNIH1_RS01000			2350	517	2250	2350	s0	fre - NAD(P)H-flavin reductase
  4868_K_pneumoniae_KPNIH1-KPNIH1_RS01005			158	12	155	158	s0	fadA - acetyl-CoA C-acyltransferase FadA
  4869_K_pneumoniae_KPNIH1-KPNIH1_RS01010			2513	639	2408	2513	s0	fadB - fatty acid oxidation complex subunit alpha FadB
  4870_K_pneumoniae_KPNIH1-KPNIH1_RS01015			2448	596	2347	2448	s0	pepQ - Xaa-Pro dipeptidase
  4871_K_pneumoniae_KPNIH1-KPNIH1_RS01020			4258	2123	4121	4258	s0	IMPACT family protein
  4872_K_pneumoniae_KPNIH1-KPNIH1_RS01025			2974	1016	2862	2974	s0	trkH - Trk system potassium transporter TrkH
  4873_K_pneumoniae_KPNIH1-KPNIH1_RS01030			4259	2124	4122	4259	s0	hemG - menaquinone-dependent protoporphyrinogen IX dehydrogenase
  4874_K_pneumoniae_KPNIH1-KPNIH1_RS01060			4260	2125	4123	4260	s0	murB - UDP-N-acetylmuramate dehydrogenase
  4875_K_pneumoniae_KPNIH1-KPNIH1_RS01065			4261	2126	4124	4261	s0	birA - bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA
  4876_K_pneumoniae_KPNIH1-KPNIH1_RS01070			3078	1103	2962	3078	s0	coaA - type I pantothenate kinase
  4877_K_pneumoniae_KPNIH1-KPNIH1_RS01095			1276	174	1220	1276	s0	tuf - elongation factor Tu
  4878_K_pneumoniae_KPNIH1-KPNIH1_RS01100			4262	2127	4125	4262	s1	secE - preprotein translocase subunit SecE
  4879_K_pneumoniae_KPNIH1-KPNIH1_RS01105			4263	2128	4126	4263	s1	nusG - transcription termination/antitermination protein NusG
  4880_K_pneumoniae_KPNIH1-KPNIH1_RS01110			4264	2129	4127	4264	s1	rplK - 50S ribosomal protein L11
  4881_K_pneumoniae_KPNIH1-KPNIH1_RS01115			4265	2130	4128	4265	s1	rplA - 50S ribosomal protein L1
  4882_K_pneumoniae_KPNIH1-KPNIH1_RS01120			4266	2131	4129	4266	s0	rplJ - 50S ribosomal protein L10
  4883_K_pneumoniae_KPNIH1-KPNIH1_RS01125			4267	2132	4130	4267	s0	rplL - 50S ribosomal protein L7/L12
  4884_K_pneumoniae_KPNIH1-KPNIH1_RS01130			4268	2133	4131	4268	s1	rpoB - DNA-directed RNA polymerase subunit beta
  4885_K_pneumoniae_KPNIH1-KPNIH1_RS01135			4269	2134	4132	4269	s0	rpoC - DNA-directed RNA polymerase subunit beta'
  4886_K_pneumoniae_KPNIH1-KPNIH1_RS01140			1149	150	1100	1149	K_pneumoniae_KPNIH1	dcuB - anaerobic C4-dicarboxylate transporter DcuB
  4887_K_pneumoniae_KPNIH1-KPNIH1_RS01145			1052	124	1010	1052	s1	PTS lactose/cellobiose transporter subunit IIA
  4888_K_pneumoniae_KPNIH1-KPNIH1_RS01150			1989	341	1903	1989	s1	PTS sugar transporter subunit IIB
  4889_K_pneumoniae_KPNIH1-KPNIH1_RS01155			7871	4090	7665	7871	s1	sensor domain-containing diguanylate cyclase
  4890_K_pneumoniae_KPNIH1-KPNIH1_RS01165			4270	2135	4133	4270	s0	thiH - 2-iminoacetate synthase ThiH
  4891_K_pneumoniae_KPNIH1-KPNIH1_RS01170			4271	2136	4134	4271	s0	thiG - thiazole synthase
