915	s2	XXXXXXXX	3666,17909_E_cloacae_ATCC13047-ECL_RS16320,16128_E_cloacae_ATCC13047-ECL_RS06970,2193_S_marcescens_Db11-SMDB11_RS11035,21906_E_coli_K12-b1884,12107_S_typhimurium_14028s-STM14_RS10500,26146_C_rodentium_ICC168-ROD_RS09565	915,16126_E_cloacae_ATCC13047-ECL_RS06960,12108_S_typhimurium_14028s-STM14_RS10505,21908_E_coli_K12-b1886,26147_C_rodentium_ICC168-ROD_RS09570	8974,26148_C_rodentium_ICC168-ROD_RS09575,16125_E_cloacae_ATCC13047-ECL_RS06955	8211,26149_C_rodentium_ICC168-ROD_RS09580,16124_E_cloacae_ATCC13047-ECL_RS06950	8208,26150_C_rodentium_ICC168-ROD_RS09585,16123_E_cloacae_ATCC13047-ECL_RS06945	7683,16122_E_cloacae_ATCC13047-ECL_RS06940,26151_C_rodentium_ICC168-ROD_RS09590	7684,26152_C_rodentium_ICC168-ROD_RS09595,16121_E_cloacae_ATCC13047-ECL_RS06935	6165,26153_C_rodentium_ICC168-ROD_RS09600,16120_E_cloacae_ATCC13047-ECL_RS06930
6020	s2	XX	6020,27396_C_rodentium_ICC168-ROD_RS16175,15369_E_cloacae_ATCC13047-ECL_RS02990	7324,27395_C_rodentium_ICC168-ROD_RS16170,15368_E_cloacae_ATCC13047-ECL_RS02985
1246	s2	XXX	1724,27392_C_rodentium_ICC168-ROD_RS16150,15364_E_cloacae_ATCC13047-ECL_RS02965	1246,15365_E_cloacae_ATCC13047-ECL_RS02970,27393_C_rodentium_ICC168-ROD_RS16155	8941,27394_C_rodentium_ICC168-ROD_RS16160,15366_E_cloacae_ATCC13047-ECL_RS02975
6452	s2	XXX	6452,15144_E_cloacae_ATCC13047-ECL_RS01785,27576_C_rodentium_ICC168-ROD_RS17155	8924,24036_E_coli_K12-b4110,15143_E_cloacae_ATCC13047-ECL_RS01780	8923,24035_E_coli_K12-b4109,15142_E_cloacae_ATCC13047-ECL_RS01775
7564	s2	XX	7564,14159_S_typhimurium_14028s-STM14_RS21220,19647_E_cloacae_ATCC13047-ECL_RS25395	8887,19648_E_cloacae_ATCC13047-ECL_RS25400,14158_S_typhimurium_14028s-STM14_RS21215
6105	s2	XX	6105,11141_S_typhimurium_14028s-STM14_RS05480,17353_E_cloacae_ATCC13047-ECL_RS13370	8807,17352_E_cloacae_ATCC13047-ECL_RS13365,11142_S_typhimurium_14028s-STM14_RS05485
6380	s2	XXX	7188,14563_S_typhimurium_14028s-STM14_RS23385,24170_E_coli_K12-b4246,15410_E_cloacae_ATCC13047-ECL_RS03205	6380,27435_C_rodentium_ICC168-ROD_RS16375,14565_S_typhimurium_14028s-STM14_RS23390,15411_E_cloacae_ATCC13047-ECL_RS03210	7742,15412_E_cloacae_ATCC13047-ECL_RS03215,14566_S_typhimurium_14028s-STM14_RS23395
1698	s2	XXX	1698,15414_E_cloacae_ATCC13047-ECL_RS03225,14568_S_typhimurium_14028s-STM14_RS23405	8178,15415_E_cloacae_ATCC13047-ECL_RS03230,14569_S_typhimurium_14028s-STM14_RS23410	4608,15416_E_cloacae_ATCC13047-ECL_RS03235,27437_C_rodentium_ICC168-ROD_RS16380,24174_E_coli_K12-b4252,14570_S_typhimurium_14028s-STM14_RS23415
684	s2	XXXX	684,18466_E_cloacae_ATCC13047-ECL_RS19235,12753_S_typhimurium_14028s-STM14_RS13875	776,18465_E_cloacae_ATCC13047-ECL_RS19230,12752_S_typhimurium_14028s-STM14_RS13870	6285,12751_S_typhimurium_14028s-STM14_RS13865,18464_E_cloacae_ATCC13047-ECL_RS19225	8167,18463_E_cloacae_ATCC13047-ECL_RS19220,12750_S_typhimurium_14028s-STM14_RS13860
4798	s2	XX	4798,11757_S_typhimurium_14028s-STM14_RS08685,21492_E_coli_K12-b1482,25792_C_rodentium_ICC168-ROD_RS07735,16601_E_cloacae_ATCC13047-ECL_RS09430	5948,25793_C_rodentium_ICC168-ROD_RS07740,21491_E_coli_K12-b1481,11758_S_typhimurium_14028s-STM14_RS08690,16598_E_cloacae_ATCC13047-ECL_RS09415
184	s2	XXXXXX	7445,16604_E_cloacae_ATCC13047-ECL_RS09445,21493_E_coli_K12-b1483	184,16605_E_cloacae_ATCC13047-ECL_RS09450,21494_E_coli_K12-b1484	232,21495_E_coli_K12-b1485,16606_E_cloacae_ATCC13047-ECL_RS09455	285,21496_E_coli_K12-b1486,16607_E_cloacae_ATCC13047-ECL_RS09460	7429,21497_E_coli_K12-b1487,16608_E_cloacae_ATCC13047-ECL_RS09465	8158,16609_E_cloacae_ATCC13047-ECL_RS09470,21498_E_coli_K12-b1488
1934	s2	XX	1934,19112_E_cloacae_ATCC13047-ECL_RS22565,23096_E_coli_K12-b3137	7981,23095_E_coli_K12-b3136,19111_E_cloacae_ATCC13047-ECL_RS22560
800	s2	X	800,19106_E_cloacae_ATCC13047-ECL_RS22535,23094_E_coli_K12-b3133
896	s2	X	896,23092_E_coli_K12-b3131,19104_E_cloacae_ATCC13047-ECL_RS22525
525	s2	XXXX	7390,27793_C_rodentium_ICC168-ROD_RS18295,15069_E_cloacae_ATCC13047-ECL_RS01410	7964,15068_E_cloacae_ATCC13047-ECL_RS01405,27794_C_rodentium_ICC168-ROD_RS18300	525,27795_C_rodentium_ICC168-ROD_RS18305,15067_E_cloacae_ATCC13047-ECL_RS01400	7502,15066_E_cloacae_ATCC13047-ECL_RS01395,27796_C_rodentium_ICC168-ROD_RS18310
535	s2	XX	535,17034_E_cloacae_ATCC13047-ECL_RS11715,25603_C_rodentium_ICC168-ROD_RS06760	7641,25604_C_rodentium_ICC168-ROD_RS06765,17033_E_cloacae_ATCC13047-ECL_RS11710
1374	s2	XXX	7423,16222_E_cloacae_ATCC13047-ECL_RS07455,26043_C_rodentium_ICC168-ROD_RS09020	1374,26044_C_rodentium_ICC168-ROD_RS09025,11992_S_typhimurium_14028s-STM14_RS09875,21198_E_coli_K12-b1195,16221_E_cloacae_ATCC13047-ECL_RS07450	5578,21197_E_coli_K12-b1194,11993_S_typhimurium_14028s-STM14_RS09880,26045_C_rodentium_ICC168-ROD_RS09030,16220_E_cloacae_ATCC13047-ECL_RS07445
6129	s2	XXXXXXXXXXX	7271,21331_E_coli_K12-b1320,25917_C_rodentium_ICC168-ROD_RS08385,16485_E_cloacae_ATCC13047-ECL_RS08830	7197,25918_C_rodentium_ICC168-ROD_RS08390,21330_E_coli_K12-b1319,16484_E_cloacae_ATCC13047-ECL_RS08825	6129,21329_E_coli_K12-b1317,25919_C_rodentium_ICC168-ROD_RS08400,16482_E_cloacae_ATCC13047-ECL_RS08815	7196,21328_E_coli_K12-b1316,25920_C_rodentium_ICC168-ROD_RS08405,16481_E_cloacae_ATCC13047-ECL_RS08810	7307,21327_E_coli_K12-b1315,25921_C_rodentium_ICC168-ROD_RS08410,16480_E_cloacae_ATCC13047-ECL_RS08805	6755,25922_C_rodentium_ICC168-ROD_RS08415,21326_E_coli_K12-b1314,16479_E_cloacae_ATCC13047-ECL_RS08800	7298,21325_E_coli_K12-b1313,25923_C_rodentium_ICC168-ROD_RS08420,16478_E_cloacae_ATCC13047-ECL_RS08795	6215,21324_E_coli_K12-b1312,25924_C_rodentium_ICC168-ROD_RS08425,16477_E_cloacae_ATCC13047-ECL_RS08790	6268,25925_C_rodentium_ICC168-ROD_RS08430,21323_E_coli_K12-b1311,16476_E_cloacae_ATCC13047-ECL_RS08785	6344,21322_E_coli_K12-b1310,25926_C_rodentium_ICC168-ROD_RS08435,16475_E_cloacae_ATCC13047-ECL_RS08780	6203,25927_C_rodentium_ICC168-ROD_RS08440,21321_E_coli_K12-b1309,16474_E_cloacae_ATCC13047-ECL_RS08775
6333	s2	XXXXXXXXX	6982,28491_C_rodentium_ICC168-ROD_RS21975,19307_E_cloacae_ATCC13047-ECL_RS23600	6335,28492_C_rodentium_ICC168-ROD_RS21980,19306_E_cloacae_ATCC13047-ECL_RS23595	6980,28493_C_rodentium_ICC168-ROD_RS21985,19305_E_cloacae_ATCC13047-ECL_RS23590	6978,28494_C_rodentium_ICC168-ROD_RS21990,19304_E_cloacae_ATCC13047-ECL_RS23585	6975,19303_E_cloacae_ATCC13047-ECL_RS23580,28495_C_rodentium_ICC168-ROD_RS21995	6395,28496_C_rodentium_ICC168-ROD_RS22000,19302_E_cloacae_ATCC13047-ECL_RS23575	6973,19301_E_cloacae_ATCC13047-ECL_RS23570,28497_C_rodentium_ICC168-ROD_RS22005	6333,19300_E_cloacae_ATCC13047-ECL_RS23565,28498_C_rodentium_ICC168-ROD_RS22010	7258,28499_C_rodentium_ICC168-ROD_RS22015,19299_E_cloacae_ATCC13047-ECL_RS23560
7164	s2	XXX	7164,13315_S_typhimurium_14028s-STM14_RS16840,27638_C_rodentium_ICC168-ROD_RS17485,18917_E_cloacae_ATCC13047-ECL_RS21575	7165,13316_S_typhimurium_14028s-STM14_RS16845,27639_C_rodentium_ICC168-ROD_RS17490,18918_E_cloacae_ATCC13047-ECL_RS21580	7166,13317_S_typhimurium_14028s-STM14_RS16850,27640_C_rodentium_ICC168-ROD_RS17495,18919_E_cloacae_ATCC13047-ECL_RS21585
765	s2	XX	765,18914_E_cloacae_ATCC13047-ECL_RS21560,13313_S_typhimurium_14028s-STM14_RS16830	1742,18915_E_cloacae_ATCC13047-ECL_RS21565,22968_E_coli_K12-b3001,27636_C_rodentium_ICC168-ROD_RS17475
2037	s2	XXXX	2037,26755_C_rodentium_ICC168-ROD_RS12730,12916_S_typhimurium_14028s-STM14_RS14700,18588_E_cloacae_ATCC13047-ECL_RS19870	4906,18587_E_cloacae_ATCC13047-ECL_RS19865,12915_S_typhimurium_14028s-STM14_RS14695	6119,26753_C_rodentium_ICC168-ROD_RS12720,12914_S_typhimurium_14028s-STM14_RS14690,18586_E_cloacae_ATCC13047-ECL_RS19860	7158,12913_S_typhimurium_14028s-STM14_RS14685,26752_C_rodentium_ICC168-ROD_RS28200,18585_E_cloacae_ATCC13047-ECL_RS19855
1675	s2	XXX	1675,16633_E_cloacae_ATCC13047-ECL_RS09595,25784_C_rodentium_ICC168-ROD_RS07685,11752_S_typhimurium_14028s-STM14_RS08660	7141,25785_C_rodentium_ICC168-ROD_RS07690,11753_S_typhimurium_14028s-STM14_RS08665,16632_E_cloacae_ATCC13047-ECL_RS09590	6317,11754_S_typhimurium_14028s-STM14_RS08670,25786_C_rodentium_ICC168-ROD_RS07695,16631_E_cloacae_ATCC13047-ECL_RS09585
5375	s2	XX	5375,10570_S_typhimurium_14028s-STM14_RS02485,20398_E_coli_K12-b0375,24725_C_rodentium_ICC168-ROD_RS02105,15843_E_cloacae_ATCC13047-ECL_RS05505	7101,10569_S_typhimurium_14028s-STM14_RS02480,24724_C_rodentium_ICC168-ROD_RS02100,15842_E_cloacae_ATCC13047-ECL_RS05500
5030	s2	X	5030,20393_E_coli_K12-b0368,24722_C_rodentium_ICC168-ROD_RS02090,5688_K_pneumoniae_KPNIH1-KPNIH1_RS05535,15839_E_cloacae_ATCC13047-ECL_RS05485
6051	s2	XXXXXXXXXXXXXXXX	6914,19409_E_cloacae_ATCC13047-ECL_RS24115,28377_C_rodentium_ICC168-ROD_RS21405	6913,19410_E_cloacae_ATCC13047-ECL_RS24120,28376_C_rodentium_ICC168-ROD_RS21400	6620,19411_E_cloacae_ATCC13047-ECL_RS24125,28375_C_rodentium_ICC168-ROD_RS21395	6910,28374_C_rodentium_ICC168-ROD_RS21390,19412_E_cloacae_ATCC13047-ECL_RS24130	6908,19413_E_cloacae_ATCC13047-ECL_RS24135,28373_C_rodentium_ICC168-ROD_RS21385	6907,28372_C_rodentium_ICC168-ROD_RS21380,19414_E_cloacae_ATCC13047-ECL_RS24140	6905,19415_E_cloacae_ATCC13047-ECL_RS24145,28371_C_rodentium_ICC168-ROD_RS21375	6903,28370_C_rodentium_ICC168-ROD_RS21370,19416_E_cloacae_ATCC13047-ECL_RS24150	6901,19417_E_cloacae_ATCC13047-ECL_RS24155,28369_C_rodentium_ICC168-ROD_RS21365	6899,19418_E_cloacae_ATCC13047-ECL_RS24160,28368_C_rodentium_ICC168-ROD_RS21360	6896,28367_C_rodentium_ICC168-ROD_RS21355,19419_E_cloacae_ATCC13047-ECL_RS24165	6895,28366_C_rodentium_ICC168-ROD_RS21350,19420_E_cloacae_ATCC13047-ECL_RS24170	6205,19421_E_cloacae_ATCC13047-ECL_RS24175,28365_C_rodentium_ICC168-ROD_RS21345	6892,28364_C_rodentium_ICC168-ROD_RS21340,19422_E_cloacae_ATCC13047-ECL_RS24180	6051,19423_E_cloacae_ATCC13047-ECL_RS24185,28363_C_rodentium_ICC168-ROD_RS21335	6206,19424_E_cloacae_ATCC13047-ECL_RS24190,28362_C_rodentium_ICC168-ROD_RS21330
5753	s2	XXX	6622,25823_C_rodentium_ICC168-ROD_RS07900,11787_S_typhimurium_14028s-STM14_RS08840,16547_E_cloacae_ATCC13047-ECL_RS09155	5753,25824_C_rodentium_ICC168-ROD_RS07905,11788_S_typhimurium_14028s-STM14_RS08845,16546_E_cloacae_ATCC13047-ECL_RS09150	6623,11789_S_typhimurium_14028s-STM14_RS08850,25825_C_rodentium_ICC168-ROD_RS07910,16545_E_cloacae_ATCC13047-ECL_RS09145
6142	s2	XX	6142,15832_E_cloacae_ATCC13047-ECL_RS05450,24715_C_rodentium_ICC168-ROD_RS02055	6460,15831_E_cloacae_ATCC13047-ECL_RS05445,24714_C_rodentium_ICC168-ROD_RS02050
6359	s2	X	6359,15834_E_cloacae_ATCC13047-ECL_RS05460,24717_C_rodentium_ICC168-ROD_RS02065
1725	s2	XXXXXXXX	6416,14141_S_typhimurium_14028s-STM14_RS21130,23815_E_coli_K12-b3875,19662_E_cloacae_ATCC13047-ECL_RS25470	1725,23816_E_coli_K12-b3876,23817_E_coli_K12-b3877,27963_C_rodentium_ICC168-ROD_RS19225,27962_C_rodentium_ICC168-ROD_RS19220,14142_S_typhimurium_14028s-STM14_RS21135,14143_S_typhimurium_14028s-STM14_RS21140,19661_E_cloacae_ATCC13047-ECL_RS25465,19660_E_cloacae_ATCC13047-ECL_RS25460	5389,27961_C_rodentium_ICC168-ROD_RS19215,14144_S_typhimurium_14028s-STM14_RS21145,23818_E_coli_K12-b3878,19659_E_cloacae_ATCC13047-ECL_RS25455	5978,14146_S_typhimurium_14028s-STM14_RS21155,23820_E_coli_K12-b3880,27955_C_rodentium_ICC168-ROD_RS19185,19658_E_cloacae_ATCC13047-ECL_RS25450	5979,23821_E_coli_K12-b3881,14147_S_typhimurium_14028s-STM14_RS21160,27954_C_rodentium_ICC168-ROD_RS19180,19657_E_cloacae_ATCC13047-ECL_RS25445	5365,27953_C_rodentium_ICC168-ROD_RS19175,14148_S_typhimurium_14028s-STM14_RS21165,23822_E_coli_K12-b3882,19656_E_cloacae_ATCC13047-ECL_RS25440	5227,23823_E_coli_K12-b3883,14149_S_typhimurium_14028s-STM14_RS21170,27952_C_rodentium_ICC168-ROD_RS19170,19655_E_cloacae_ATCC13047-ECL_RS25435	5407,27951_C_rodentium_ICC168-ROD_RS19165,14150_S_typhimurium_14028s-STM14_RS21175,23824_E_coli_K12-b3884,19654_E_cloacae_ATCC13047-ECL_RS25430
856	s2	XXXX	5109,25625_C_rodentium_ICC168-ROD_RS06875,21692_E_coli_K12-b1675,17000_E_cloacae_ATCC13047-ECL_RS11540	6225,17001_E_cloacae_ATCC13047-ECL_RS11545,25624_C_rodentium_ICC168-ROD_RS06870	856,17002_E_cloacae_ATCC13047-ECL_RS11550,25623_C_rodentium_ICC168-ROD_RS06865	1324,17003_E_cloacae_ATCC13047-ECL_RS11555,25622_C_rodentium_ICC168-ROD_RS06860
5266	s2	XX	5266,13376_S_typhimurium_14028s-STM14_RS17160,23036_E_coli_K12-b3072,28826_C_rodentium_ICC168-ROD_RS23720,19048_E_cloacae_ATCC13047-ECL_RS22235	6125,28827_C_rodentium_ICC168-ROD_RS23725,13375_S_typhimurium_14028s-STM14_RS17155,19047_E_cloacae_ATCC13047-ECL_RS22230
5348	s2	XX	5348,28898_C_rodentium_ICC168-ROD_RS24145,14663_S_typhimurium_14028s-STM14_RS23915,24296_E_coli_K12-b4379,15520_E_cloacae_ATCC13047-ECL_RS03820	5980,28899_C_rodentium_ICC168-ROD_RS24150,14664_S_typhimurium_14028s-STM14_RS23920,24297_E_coli_K12-b4380,15521_E_cloacae_ATCC13047-ECL_RS03825
632	s2	XX	632,13540_S_typhimurium_14028s-STM14_RS18005,19231_E_cloacae_ATCC13047-ECL_RS23175	5972,13539_S_typhimurium_14028s-STM14_RS18000,23218_E_coli_K12-b3263,28586_C_rodentium_ICC168-ROD_RS22490,19230_E_cloacae_ATCC13047-ECL_RS23170
2130	s2	XXXXXXXXXXX	2130,12338_S_typhimurium_14028s-STM14_RS11730,26384_C_rodentium_ICC168-ROD_RS10825,22053_E_coli_K12-b2049,854_S_marcescens_Db11-SMDB11_RS04345,851_S_marcescens_Db11-SMDB11_RS04330,17975_E_cloacae_ATCC13047-ECL_RS16680	5962,26385_C_rodentium_ICC168-ROD_RS10830,12339_S_typhimurium_14028s-STM14_RS11735,22054_E_coli_K12-b2050,17976_E_cloacae_ATCC13047-ECL_RS16685	5588,26386_C_rodentium_ICC168-ROD_RS10835,12340_S_typhimurium_14028s-STM14_RS11740,22055_E_coli_K12-b2051,17977_E_cloacae_ATCC13047-ECL_RS16690	5258,26387_C_rodentium_ICC168-ROD_RS10840,12341_S_typhimurium_14028s-STM14_RS11745,22056_E_coli_K12-b2052,17978_E_cloacae_ATCC13047-ECL_RS16695	5259,22057_E_coli_K12-b2053,12342_S_typhimurium_14028s-STM14_RS11750,26388_C_rodentium_ICC168-ROD_RS10845,17979_E_cloacae_ATCC13047-ECL_RS16700	5246,12343_S_typhimurium_14028s-STM14_RS11755,22058_E_coli_K12-b2054,26389_C_rodentium_ICC168-ROD_RS10850,17980_E_cloacae_ATCC13047-ECL_RS16705	5963,26390_C_rodentium_ICC168-ROD_RS10855,22059_E_coli_K12-b2055,12344_S_typhimurium_14028s-STM14_RS11760,17981_E_cloacae_ATCC13047-ECL_RS16710	5964,26391_C_rodentium_ICC168-ROD_RS10860,22060_E_coli_K12-b2056,12345_S_typhimurium_14028s-STM14_RS11765,17982_E_cloacae_ATCC13047-ECL_RS16715	5965,26392_C_rodentium_ICC168-ROD_RS10865,22061_E_coli_K12-b2057,12346_S_typhimurium_14028s-STM14_RS11770,17983_E_cloacae_ATCC13047-ECL_RS16720	5247,22062_E_coli_K12-b2058,12347_S_typhimurium_14028s-STM14_RS11775,26393_C_rodentium_ICC168-ROD_RS10870,17984_E_cloacae_ATCC13047-ECL_RS16725	5966,22063_E_coli_K12-b2059,12348_S_typhimurium_14028s-STM14_RS11780,26394_C_rodentium_ICC168-ROD_RS10875,17985_E_cloacae_ATCC13047-ECL_RS16730
1105	s2	XRRXXXXX	1473,17953_E_cloacae_ATCC13047-ECL_RS16570,22043_E_coli_K12-b2039,12328_S_typhimurium_14028s-STM14_RS11680,26374_C_rodentium_ICC168-ROD_RS10775	1249,26376_C_rodentium_ICC168-ROD_RS10785,22045_E_coli_K12-b2041,12330_S_typhimurium_14028s-STM14_RS11690,17954_E_cloacae_ATCC13047-ECL_RS16575	1105,17968_E_cloacae_ATCC13047-ECL_RS16645,26377_C_rodentium_ICC168-ROD_RS10790,12331_S_typhimurium_14028s-STM14_RS11695,22046_E_coli_K12-b2042	5958,26378_C_rodentium_ICC168-ROD_RS10795,12332_S_typhimurium_14028s-STM14_RS11700,22047_E_coli_K12-b2043,17969_E_cloacae_ATCC13047-ECL_RS16650	5959,26379_C_rodentium_ICC168-ROD_RS10800,12333_S_typhimurium_14028s-STM14_RS11705,22048_E_coli_K12-b2044,17970_E_cloacae_ATCC13047-ECL_RS16655	5960,26380_C_rodentium_ICC168-ROD_RS10805,12334_S_typhimurium_14028s-STM14_RS11710,22049_E_coli_K12-b2045,17971_E_cloacae_ATCC13047-ECL_RS16660	5961,26381_C_rodentium_ICC168-ROD_RS10810,12335_S_typhimurium_14028s-STM14_RS11715,22050_E_coli_K12-b2046,17972_E_cloacae_ATCC13047-ECL_RS16665	5516,26382_C_rodentium_ICC168-ROD_RS10815,12336_S_typhimurium_14028s-STM14_RS11720,22051_E_coli_K12-b2047,17973_E_cloacae_ATCC13047-ECL_RS16670
5953	s2	X	5953,12172_S_typhimurium_14028s-STM14_RS10845,21972_E_coli_K12-b1957,26246_C_rodentium_ICC168-ROD_RS10090,17847_E_cloacae_ATCC13047-ECL_RS16000
5952	s2	X	5952,26244_C_rodentium_ICC168-ROD_RS10080,21970_E_coli_K12-b1955,12170_S_typhimurium_14028s-STM14_RS10835,17845_E_cloacae_ATCC13047-ECL_RS15990
5644	s2	XXXXXXX	5945,25372_C_rodentium_ICC168-ROD_RS05560,11284_S_typhimurium_14028s-STM14_RS06225,21045_E_coli_K12-b1043,17233_E_cloacae_ATCC13047-ECL_RS12725	5944,25371_C_rodentium_ICC168-ROD_RS05555,11283_S_typhimurium_14028s-STM14_RS06220,21044_E_coli_K12-b1042,17234_E_cloacae_ATCC13047-ECL_RS12730	5943,25370_C_rodentium_ICC168-ROD_RS05550,21043_E_coli_K12-b1041,11282_S_typhimurium_14028s-STM14_RS06215,17235_E_cloacae_ATCC13047-ECL_RS12735	5644,21042_E_coli_K12-b1040,11281_S_typhimurium_14028s-STM14_RS06210,25369_C_rodentium_ICC168-ROD_RS05545,17236_E_cloacae_ATCC13047-ECL_RS12740	5942,21041_E_coli_K12-b1039,11280_S_typhimurium_14028s-STM14_RS06205,25368_C_rodentium_ICC168-ROD_RS05540,17237_E_cloacae_ATCC13047-ECL_RS12745	5941,25367_C_rodentium_ICC168-ROD_RS05535,11279_S_typhimurium_14028s-STM14_RS06200,21040_E_coli_K12-b1038,17238_E_cloacae_ATCC13047-ECL_RS12750	5940,25366_C_rodentium_ICC168-ROD_RS05530,11278_S_typhimurium_14028s-STM14_RS06195,21039_E_coli_K12-b1037,17239_E_cloacae_ATCC13047-ECL_RS12755
5165	s2	XXX	5165,14335_S_typhimurium_14028s-STM14_RS22190,23955_E_coli_K12-b4029,27799_C_rodentium_ICC168-ROD_RS18325,15063_E_cloacae_ATCC13047-ECL_RS01380	5636,14334_S_typhimurium_14028s-STM14_RS22185,27800_C_rodentium_ICC168-ROD_RS18330,23954_E_coli_K12-b4028,15062_E_cloacae_ATCC13047-ECL_RS01375	5635,23953_E_coli_K12-b4027,14333_S_typhimurium_14028s-STM14_RS22180,27801_C_rodentium_ICC168-ROD_RS18335,15061_E_cloacae_ATCC13047-ECL_RS01370
