# Lines not beginning with # have the following format: Gene name <tab> family origin <tab> gene history string <tab> locusIsland <tab> initialFamily <tab> originFamily <tab> locusFamily <tab> locFamMRCA <tab> gene description.
########### Begin contig
  14823_E_cloacae_ATCC13047-ECL_RS00095	C	OSS	5305	2745	5133	5305	s1	alpha-glucoside-specific PTS transporter subunit IIBC
  14824_E_cloacae_ATCC13047-ECL_RS00100	C	OSS	2488	624	2383	2488	s1	6-phospho-alpha-glucosidase
  14825_E_cloacae_ATCC13047-ECL_RS00105	C	OSS	5158	2675	4989	5158	s1	DUF202 domain-containing protein
  14826_E_cloacae_ATCC13047-ECL_RS00110	C	OSS	5157	2674	4988	5157	s1	DUF202 domain-containing protein
  14827_E_cloacae_ATCC13047-ECL_RS00115	C	OD	3551	1499	3423	3551	s1	dsdA - D-serine ammonia-lyase
  14828_E_cloacae_ATCC13047-ECL_RS00125	C	OSS	4442	2261	4303	4442	s1	dsdC - DNA-binding transcriptional regulator DsdC
  14829_E_cloacae_ATCC13047-ECL_RS00130	X	OS	8880	4670	8674	8880	s2	cellulase family glycosylhydrolase
  14830_E_cloacae_ATCC13047-ECL_RS00135	C	ODS	2225	422	2125	2225	s1	emrD - multidrug efflux MFS transporter EmrD
  14831_E_cloacae_ATCC13047-ECL_RS00140	C	OSS	5894	3018	5706	5894	s1	DMT family transporter
  14832_E_cloacae_ATCC13047-ECL_RS00145	C	OS	8708	4567	8502	8708	s1	GNAT family N-acetyltransferase
  14833_E_cloacae_ATCC13047-ECL_RS00150	X	OS	7178	3664	6974	7178	s2	tisB - type I toxin-antitoxin system toxin TisB
  14834_E_cloacae_ATCC13047-ECL_RS00155	X		1479	6646	10785	10991	E_cloacae_ATCC13047	hypothetical protein
  14835_E_cloacae_ATCC13047-ECL_RS00165	X	O	1479	221	1415	1479	E_cloacae_ATCC13047	hcp - type VI secretion system tube protein Hcp
  14836_E_cloacae_ATCC13047-ECL_RS00170	X		1479	8532	12671	12877	E_cloacae_ATCC13047	ivbL - ilvB operon leader peptide IvbL
  14837_E_cloacae_ATCC13047-ECL_RS00175	C	OD	442	42	426	442	s1	ilvB - acetolactate synthase large subunit
  14838_E_cloacae_ATCC13047-ECL_RS00180	C	OSS	3123	1134	3007	3123	s1	ilvN - acetolactate synthase small subunit
  14839_E_cloacae_ATCC13047-ECL_RS00185	C	OSSS	1709	270	1627	1709	s0	uhpA - transcriptional regulator UhpA
  14840_E_cloacae_ATCC13047-ECL_RS00190	C	OSSS	2895	971	2785	2895	s0	uhpB - signal transduction histidine-protein kinase/phosphatase UhpB
  14841_E_cloacae_ATCC13047-ECL_RS00195	C	OSSS	1622	247	1550	1622	s0	MFS transporter
  14842_E_cloacae_ATCC13047-ECL_RS00200	C	OSS	4580	2341	4438	4580	s1	uhpT - hexose-6-phosphate:phosphate antiporter
  14843_E_cloacae_ATCC13047-ECL_RS00205	X	O	6763	3776	7165	7371	E_cloacae_ATCC13047	alpha/beta hydrolase
  14844_E_cloacae_ATCC13047-ECL_RS00210	X	O	6763	3452	6565	6763	E_cloacae_ATCC13047	LysR family transcriptional regulator
  14845_E_cloacae_ATCC13047-ECL_RS00215	C	OSS	5597	2881	5417	5597	s1	DUF1198 domain-containing protein
  14846_E_cloacae_ATCC13047-ECL_RS00220	X		12878	8533	12672	12878	E_cloacae_ATCC13047	SRPBCC domain-containing protein
  14847_E_cloacae_ATCC13047-ECL_RS00225	X	OS	1911	318	1825	1911	s2	nepI - purine ribonucleoside efflux pump NepI
  14848_E_cloacae_ATCC13047-ECL_RS00230	X	O	5156	2673	4987	5156	E_cloacae_ATCC13047	EamA family transporter
  14849_E_cloacae_ATCC13047-ECL_RS00235	C	OSS	5360	2765	5185	5360	s1	carbohydrate porin
  14850_E_cloacae_ATCC13047-ECL_RS00240	C	ODS	1048	124	1006	1048	s1	PTS lactose/cellobiose transporter subunit IIA
  14851_E_cloacae_ATCC13047-ECL_RS00245	C	ODSRS	22	3	22	22	s2	glycoside hydrolase family 1 protein
  14852_E_cloacae_ATCC13047-ECL_RS00250	C	OSS	1765	283	1683	1765	s1	PTS cellobiose transporter subunit IIC
  14853_E_cloacae_ATCC13047-ECL_RS00255	C	OD	1991	341	1905	1991	s1	PTS sugar transporter subunit IIB
  14854_E_cloacae_ATCC13047-ECL_RS00260	C	OSS	6767	3455	6569	6767	s1	LacI family transcriptional regulator
  14855_E_cloacae_ATCC13047-ECL_RS00265	X		10529	6184	10323	10529	E_cloacae_ATCC13047	hypothetical protein
  14856_E_cloacae_ATCC13047-ECL_RS00270	C	OS	1740	276	1658	1740	s1	TolC family protein
  14857_E_cloacae_ATCC13047-ECL_RS00275	C	OS	263	23	257	263	s1	multidrug efflux RND transporter permease subunit
  14858_E_cloacae_ATCC13047-ECL_RS00280	C	OS	638	66	617	638	s1	efflux RND transporter periplasmic adaptor subunit
  14859_E_cloacae_ATCC13047-ECL_RS00285	X	O	116	3951	7434	7640	E_cloacae_ATCC13047	TetR/AcrR family transcriptional regulator
  14860_E_cloacae_ATCC13047-ECL_RS00290	X	O	116	2444	4608	4759	E_cloacae_ATCC13047	GNAT family N-acetyltransferase
  14861_E_cloacae_ATCC13047-ECL_RS00295	X	O	116	141	1063	1111	E_cloacae_ATCC13047	nlpA - lipoprotein NlpA
  14862_E_cloacae_ATCC13047-ECL_RS00300	X		116	6765	10904	11110	E_cloacae_ATCC13047	EAL domain-containing protein
  14863_E_cloacae_ATCC13047-ECL_RS00305	X		116	8534	12673	12879	E_cloacae_ATCC13047	LuxR C-terminal-related transcriptional regulator
  14864_E_cloacae_ATCC13047-ECL_RS00310	X		116	10194	14333	14539	E_cloacae_ATCC13047	LuxR C-terminal-related transcriptional regulator
  14865_E_cloacae_ATCC13047-ECL_RS00315	X	O	116	4309	8037	8243	E_cloacae_ATCC13047	fimbrial protein
  14866_E_cloacae_ATCC13047-ECL_RS00320	X	O	116	171	1200	1252	E_cloacae_ATCC13047	fimbrial biogenesis outer membrane usher protein
  14867_E_cloacae_ATCC13047-ECL_RS00325	X	O	116	67	630	651	E_cloacae_ATCC13047	molecular chaperone
  14868_E_cloacae_ATCC13047-ECL_RS00330	X	O	116	4853	8985	9191	E_cloacae_ATCC13047	fimbrial protein
  14869_E_cloacae_ATCC13047-ECL_RS00335	X	O	116	45	455	472	E_cloacae_ATCC13047	IS5-like element IS903B family transposase
  14870_E_cloacae_ATCC13047-ECL_RS00340	X		116	5202	9341	9547	E_cloacae_ATCC13047	winged helix-turn-helix domain-containing protein
  14871_E_cloacae_ATCC13047-ECL_RS00345	X		116	8535	12674	12880	E_cloacae_ATCC13047	hypothetical protein
  14872_E_cloacae_ATCC13047-ECL_RS00350	X		116	5923	10062	10268	E_cloacae_ATCC13047	hypothetical protein
  14873_E_cloacae_ATCC13047-ECL_RS00355	X	O	116	914	2713	2823	E_cloacae_ATCC13047	fimbria/pilus periplasmic chaperone
  14874_E_cloacae_ATCC13047-ECL_RS00360	X		116	5924	10063	10269	E_cloacae_ATCC13047	CS1-pili formation C-terminal domain-containing protein
  14875_E_cloacae_ATCC13047-ECL_RS00365	X		116	5925	10064	10270	E_cloacae_ATCC13047	hypothetical protein
  14876_E_cloacae_ATCC13047-ECL_RS00370	X		116	5498	9637	9843	E_cloacae_ATCC13047	hypothetical protein
  14877_E_cloacae_ATCC13047-ECL_RS00375	X		116	8536	12675	12881	E_cloacae_ATCC13047	hypothetical protein
  14878_E_cloacae_ATCC13047-ECL_RS00380	X		116	8537	12676	12882	E_cloacae_ATCC13047	hypothetical protein
  14879_E_cloacae_ATCC13047-ECL_RS00385	X		116	10101	14240	14446	E_cloacae_ATCC13047	peptidase domain-containing ABC transporter
  14880_E_cloacae_ATCC13047-ECL_RS00390	X		116	8538	12677	12883	E_cloacae_ATCC13047	hypothetical protein
  14881_E_cloacae_ATCC13047-ECL_RS00395	X		116	10251	14390	14596	E_cloacae_ATCC13047	HlyD family efflux transporter periplasmic adaptor subunit
  14882_E_cloacae_ATCC13047-ECL_RS00400	X	O	116	3608	6873	7077	E_cloacae_ATCC13047	MBL fold metallo-hydrolase
  14883_E_cloacae_ATCC13047-ECL_RS00405	X	O	116	289	1701	1784	E_cloacae_ATCC13047	helix-turn-helix domain-containing protein
  14884_E_cloacae_ATCC13047-ECL_RS00410	X		116	8539	12678	12884	E_cloacae_ATCC13047	carbonic anhydrase family protein
  14885_E_cloacae_ATCC13047-ECL_RS00415	X	O	116	4487	8350	8556	E_cloacae_ATCC13047	AAA family ATPase
  14886_E_cloacae_ATCC13047-ECL_RS00420	X	O	116	2526	4771	4924	E_cloacae_ATCC13047	DUF523 and DUF1722 domain-containing protein
  14887_E_cloacae_ATCC13047-ECL_RS00425	X	O	116	2461	4652	4804	E_cloacae_ATCC13047	uraH - hydroxyisourate hydrolase
  14888_E_cloacae_ATCC13047-ECL_RS00430	X	O	116	3241	6124	6318	E_cloacae_ATCC13047	MerR family transcriptional regulator
  14889_E_cloacae_ATCC13047-ECL_RS00435	X	O	116	309	1777	1862	E_cloacae_ATCC13047	lipocalin family protein
  14890_E_cloacae_ATCC13047-ECL_RS00440	X		116	10255	14394	14600	E_cloacae_ATCC13047	fimbrial protein
  14891_E_cloacae_ATCC13047-ECL_RS00445	X	O	116	240	1512	1583	E_cloacae_ATCC13047	type 1 fimbrial protein
  14892_E_cloacae_ATCC13047-ECL_RS00450	X		116	5049	9188	9394	E_cloacae_ATCC13047	fimbrial biogenesis outer membrane usher protein
  14893_E_cloacae_ATCC13047-ECL_RS00455	X	O	116	9	113	116	E_cloacae_ATCC13047	fimbria/pilus periplasmic chaperone
  14894_E_cloacae_ATCC13047-ECL_RS00460	X	O	116	50	489	506	E_cloacae_ATCC13047	type 1 fimbrial protein
  14895_E_cloacae_ATCC13047-ECL_RS00465	X		116	10197	14336	14542	E_cloacae_ATCC13047	LuxR C-terminal-related transcriptional regulator
  14896_E_cloacae_ATCC13047-ECL_RS00470	X		116	5203	9342	9548	E_cloacae_ATCC13047	winged helix-turn-helix domain-containing protein
  14897_E_cloacae_ATCC13047-ECL_RS00475	X		116	6045	10184	10390	E_cloacae_ATCC13047	hypothetical protein
  14898_E_cloacae_ATCC13047-ECL_RS00480	X		116	5410	9549	9755	E_cloacae_ATCC13047	helix-turn-helix domain-containing protein
  14899_E_cloacae_ATCC13047-ECL_RS00485	X		116	8540	12679	12885	E_cloacae_ATCC13047	class I SAM-dependent methyltransferase
  14900_E_cloacae_ATCC13047-ECL_RS00490	X	O	116	109	917	955	E_cloacae_ATCC13047	GNAT family N-acetyltransferase
  14901_E_cloacae_ATCC13047-ECL_RS00500	X		116	8541	12680	12886	E_cloacae_ATCC13047	SymE family type I addiction module toxin
  14902_E_cloacae_ATCC13047-ECL_RS00505	X	O	116	3606	6869	7073	E_cloacae_ATCC13047	toxin-antitoxin system HicB family antitoxin
  14903_E_cloacae_ATCC13047-ECL_RS00510	X		116	6354	10493	10699	E_cloacae_ATCC13047	contact-dependent growth inhibition system immunity protein
  14904_E_cloacae_ATCC13047-ECL_RS00515	X		116	8542	12681	12887	E_cloacae_ATCC13047	hypothetical protein
  14905_E_cloacae_ATCC13047-ECL_RS00525	C	OSS	4641	2377	4497	4641	s1	yicI - alpha-xylosidase
  14906_E_cloacae_ATCC13047-ECL_RS00530	C	OSSS	4168	2036	4031	4168	s0	AsmA family protein
  14907_E_cloacae_ATCC13047-ECL_RS00535	C	OSSS	2492	626	2387	2492	s0	uracil-xanthine permease family protein
  14908_E_cloacae_ATCC13047-ECL_RS00540	C	OSSS	4167	2035	4030	4167	s0	gltS - sodium/glutamate symporter
  14909_E_cloacae_ATCC13047-ECL_RS00545	C	OSSDS	4166	2034	4029	4166	s0	recG - ATP-dependent DNA helicase RecG
  14910_E_cloacae_ATCC13047-ECL_RS27535	C	OSSS	2557	682	2451	2557	s0	trmH - tRNA (guanosine(18)-2'-O)-methyltransferase TrmH
  14911_E_cloacae_ATCC13047-ECL_RS00550	C	OSS	2675	782	2569	2675	s1	spoT - bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase
  14912_E_cloacae_ATCC13047-ECL_RS00555	C	OSSS	4165	2033	4028	4165	s0	rpoZ - DNA-directed RNA polymerase subunit omega
  14913_E_cloacae_ATCC13047-ECL_RS00560	C	OSSS	2880	957	2770	2880	s0	gmk - guanylate kinase
  14914_E_cloacae_ATCC13047-ECL_RS00565	C	OSS	4702	2412	4555	4702	s1	ligB - NAD-dependent DNA ligase LigB
  14915_E_cloacae_ATCC13047-ECL_RS00570	C	OSSS	4679	2395	4533	4679	s0	trimeric intracellular cation channel family protein
  14916_E_cloacae_ATCC13047-ECL_RS00575	C	OSSS	4164	2032	4027	4164	s0	YicC family protein
  14917_E_cloacae_ATCC13047-ECL_RS00580	C	OSS	4162	2031	4026	4162	s1	rph - ribonuclease PH
  14918_E_cloacae_ATCC13047-ECL_RS00585	C	OSSS	4161	2030	4025	4161	s0	pyrE - orotate phosphoribosyltransferase
  14919_E_cloacae_ATCC13047-ECL_RS00590	C	OSSS	4160	2029	4024	4160	s0	slmA - nucleoid occlusion factor SlmA
  14920_E_cloacae_ATCC13047-ECL_RS00595	C	OSSS	4159	2028	4023	4159	s0	dut - dUTP diphosphatase
  14921_E_cloacae_ATCC13047-ECL_RS00600	C	OSSS	4158	2027	4022	4158	s0	coaBC - bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
  14922_E_cloacae_ATCC13047-ECL_RS00605	C	OSSS	1342	188	1282	1342	s0	radC - DNA repair protein RadC
  14923_E_cloacae_ATCC13047-ECL_RS00610	C	OSSS	4157	2026	4021	4157	s0	rpmB - 50S ribosomal protein L28
  14924_E_cloacae_ATCC13047-ECL_RS00615	C	OSSS	4156	2025	4020	4156	s0	rpmG - 50S ribosomal protein L33
  14925_E_cloacae_ATCC13047-ECL_RS00620	C	OSSS	2842	924	2732	2842	s0	mutM - bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase
  14926_E_cloacae_ATCC13047-ECL_RS00625	C	OSSS	4155	2024	4019	4155	s0	coaD - pantetheine-phosphate adenylyltransferase
  14927_E_cloacae_ATCC13047-ECL_RS00630	C	OSS	6471	3319	6276	6471	s0	glycosyltransferase family 2 protein
  14928_E_cloacae_ATCC13047-ECL_RS00635	C	OSDS	4154	2023	4018	4154	s0	waaA - lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase
  14929_E_cloacae_ATCC13047-ECL_RS00640	C	OS	2851	932	2741	2851	s1	glycosyltransferase
  14930_E_cloacae_ATCC13047-ECL_RS00645	C	OSS	6227	3192	6033	6227	s0	glycosyltransferase
  14931_E_cloacae_ATCC13047-ECL_RS00650	C	OSSS	2482	620	2378	2482	s0	glycosyltransferase family 4 protein
  14932_E_cloacae_ATCC13047-ECL_RS00655	C	OSSS	2474	615	2371	2474	s0	rfaQ - putative lipopolysaccharide heptosyltransferase III
  14933_E_cloacae_ATCC13047-ECL_RS00660	C	OSS	6923	3527	6721	6923	s0	polysaccharide deacetylase family protein
  14934_E_cloacae_ATCC13047-ECL_RS00665	X		9875	6347	10486	10692	E_cloacae_ATCC13047	O-antigen ligase family protein
  14935_E_cloacae_ATCC13047-ECL_RS00670	X		9875	5530	9669	9875	E_cloacae_ATCC13047	glycosyltransferase
  14936_E_cloacae_ATCC13047-ECL_RS00675	X		9875	8543	12682	12888	E_cloacae_ATCC13047	glycosyltransferase family 9 protein
  14937_E_cloacae_ATCC13047-ECL_RS00680	C	OSD	2471	613	2369	2471	s0	rfaC - lipopolysaccharide heptosyltransferase RfaC
  14938_E_cloacae_ATCC13047-ECL_RS00685	C	OSSS	2472	614	2370	2472	s0	rfaF - ADP-heptose--LPS heptosyltransferase RfaF
  14939_E_cloacae_ATCC13047-ECL_RS00690	C	OSS	2272	458	2172	2272	s1	rfaD - ADP-glyceromanno-heptose 6-epimerase
  14940_E_cloacae_ATCC13047-ECL_RS00695	C	OSSS	2598	721	2492	2598	s0	kbl - glycine C-acetyltransferase
  14941_E_cloacae_ATCC13047-ECL_RS00700	C	OSSS	2265	453	2165	2265	s0	tdh - L-threonine 3-dehydrogenase
  14942_E_cloacae_ATCC13047-ECL_RS00720	X		12889	8544	12683	12889	E_cloacae_ATCC13047	glycosyltransferase
  14943_E_cloacae_ATCC13047-ECL_RS00725	C	OS	6470	3318	6275	6470	s1	glycosyltransferase family 2 protein
  14944_E_cloacae_ATCC13047-ECL_RS00730	C	OSSS	4153	2022	4017	4153	s0	divergent polysaccharide deacetylase family protein
  14945_E_cloacae_ATCC13047-ECL_RS00735	C	OSSS	4152	2021	4016	4152	s0	envC - murein hydrolase activator EnvC
  14946_E_cloacae_ATCC13047-ECL_RS00740	C	OSSS	4151	2020	4015	4151	s0	gpmM - 2,3-bisphosphoglycerate-independent phosphoglycerate mutase
  14947_E_cloacae_ATCC13047-ECL_RS00745	C	OSSS	2813	905	2703	2813	s0	rhodanese-like domain-containing protein
  14948_E_cloacae_ATCC13047-ECL_RS00750	C	OSS	2554	679	2448	2554	s1	grxC - glutaredoxin 3
  14949_E_cloacae_ATCC13047-ECL_RS00755	C	OSSS	4150	2019	4014	4150	s0	secB - protein-export chaperone SecB
  14950_E_cloacae_ATCC13047-ECL_RS00760	C	OSSS	4149	2018	4013	4149	s0	gpsA - NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
  14951_E_cloacae_ATCC13047-ECL_RS00765	C	OSSDS	2252	448	2152	2252	s0	cysE - serine O-acetyltransferase
  14952_E_cloacae_ATCC13047-ECL_RS00770	C	OSSS	4148	2017	4012	4148	s0	trmL - tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL
  14953_E_cloacae_ATCC13047-ECL_RS00775	X	O	1333	185	1273	1333	E_cloacae_ATCC13047	aromatic acid/H+ symport family MFS transporter
  14954_E_cloacae_ATCC13047-ECL_RS00780	C	OSS	3055	1081	2939	3055	s1	lldD - FMN-dependent L-lactate dehydrogenase LldD
  14955_E_cloacae_ATCC13047-ECL_RS00785	C	OSS	4546	2323	4405	4546	s1	lldR - transcriptional regulator LldR
  14956_E_cloacae_ATCC13047-ECL_RS00790	C	OSS	2192	405	2094	2192	s1	lldP - L-lactate permease
  14957_E_cloacae_ATCC13047-ECL_RS00795	X		1227	8545	12684	12890	E_cloacae_ATCC13047	DUF3320 domain-containing protein
  14958_E_cloacae_ATCC13047-ECL_RS00800	X	O	1227	167	1176	1227	E_cloacae_ATCC13047	IS3-like element ISSen4 family transposase
  14959_E_cloacae_ATCC13047-ECL_RS00810	C	OSSS	4211	2078	4074	4211	s0	mtlR - mannitol operon repressor MtlR
  14960_E_cloacae_ATCC13047-ECL_RS00815	C	OSSDS	2399	554	2299	2399	s0	mtlD - mannitol-1-phosphate 5-dehydrogenase
  14961_E_cloacae_ATCC13047-ECL_RS00820	C	OSSSST	3070	1095	2954	3070	s0	PTS mannitol transporter subunit IICBA
  14962_E_cloacae_ATCC13047-ECL_RS00825	C	OSDS	2182	402	2085	2182	s1	DUF3302 domain-containing protein
  14963_E_cloacae_ATCC13047-ECL_RS00830	C	OSS	1885	313	1800	1885	s1	HlyD family secretion protein
  14964_E_cloacae_ATCC13047-ECL_RS00835	C	OSSS	4215	2081	4078	4215	s0	glutathione S-transferase
  14965_E_cloacae_ATCC13047-ECL_RS00840	C	OSSS	4216	2082	4079	4216	s0	selA - L-seryl-tRNA(Sec) selenium transferase
  14966_E_cloacae_ATCC13047-ECL_RS00845	C	OSSS	2428	581	2328	2428	s0	selB - selenocysteine-specific translation elongation factor
  14967_E_cloacae_ATCC13047-ECL_RS00850	X	OSST	1449	2295	4351	4490	s3	aldehyde dehydrogenase
  14968_E_cloacae_ATCC13047-ECL_RS00855	X	OS	9135	4822	8929	9135	s2	LysR family transcriptional regulator
  14969_E_cloacae_ATCC13047-ECL_RS00860	X	O	1823	297	1739	1823	E_cloacae_ATCC13047	MipA/OmpV family protein
  14970_E_cloacae_ATCC13047-ECL_RS00865	X		1823	6311	10450	10656	E_cloacae_ATCC13047	type II toxin-antitoxin system HicA family toxin
  14971_E_cloacae_ATCC13047-ECL_RS00870	X		1823	6312	10451	10657	E_cloacae_ATCC13047	type II toxin-antitoxin system HicB family antitoxin
  14972_E_cloacae_ATCC13047-ECL_RS00875	X	OS	530	3062	5787	5977	s2	glycoside hydrolase family 127 protein
  14973_E_cloacae_ATCC13047-ECL_RS00880	X	OS	530	54	512	530	s2	MFS transporter
  14974_E_cloacae_ATCC13047-ECL_RS00885	X	OS	530	3113	5894	6085	s2	helix-turn-helix domain-containing protein
  14975_E_cloacae_ATCC13047-ECL_RS00890	X	OS	530	72	668	692	s2	araD - L-ribulose-5-phosphate 4-epimerase
  14976_E_cloacae_ATCC13047-ECL_RS00895	X	OS	530	237	1500	1570	s2	L-ribulose-5-phosphate 3-epimerase
  14977_E_cloacae_ATCC13047-ECL_RS00900	X	OS	530	2813	5276	5452	s2	ulaD - 3-keto-L-gulonate-6-phosphate decarboxylase UlaD
  14978_E_cloacae_ATCC13047-ECL_RS00905	X	OS	530	2705	5055	5226	s2	carbohydrate kinase
  14979_E_cloacae_ATCC13047-ECL_RS00910	X	O	577	59	559	577	E_cloacae_ATCC13047	MFS transporter
  14980_E_cloacae_ATCC13047-ECL_RS00915	X	OS	450	4666	8670	8876	s2	DUF4862 family protein
  14981_E_cloacae_ATCC13047-ECL_RS00920	X	OS	450	2770	5193	5368	s2	YhcH/YjgK/YiaL family protein
  14982_E_cloacae_ATCC13047-ECL_RS00925	X	OS	450	2785	5220	5395	s2	yiaK - 3-dehydro-L-gulonate 2-dehydrogenase
  14983_E_cloacae_ATCC13047-ECL_RS00930	X	OS	450	2730	5104	5276	s2	yiaJ - IclR family transcriptional regulator YiaJ
  14984_E_cloacae_ATCC13047-ECL_RS00935	X	OS	450	43	434	450	s2	4Fe-4S dicluster domain-containing protein
  14985_E_cloacae_ATCC13047-ECL_RS00940	C	OSSS	4492	2296	4353	4492	s0	avtA - valine--pyruvate transaminase
  14986_E_cloacae_ATCC13047-ECL_RS00950	C	OSS	5151	2672	4982	5151	s1	protein bax
  14987_E_cloacae_ATCC13047-ECL_RS00955	C	OSS	5150	2671	4981	5150	s1	DNA-binding transcriptional regulator
  14988_E_cloacae_ATCC13047-ECL_RS00960	C	OSS	6077	3108	5886	6077	s1	sugar ABC transporter permease
  14989_E_cloacae_ATCC13047-ECL_RS00965	C	OSS	248	22	242	248	s1	xylose ABC transporter ATP-binding protein
  14990_E_cloacae_ATCC13047-ECL_RS00970	C	OSS	7272	3715	7066	7272	s1	xylF - D-xylose ABC transporter substrate-binding protein
  14991_E_cloacae_ATCC13047-ECL_RS00975	C	OSS	4363	2222	4226	4363	s1	xylA - xylose isomerase
  14992_E_cloacae_ATCC13047-ECL_RS00980	C	ODS	2217	415	2117	2217	s1	xylB - xylulokinase
  14993_E_cloacae_ATCC13047-ECL_RS00985	C	OS	7469	3842	7263	7469	s0	isochorismatase family protein
  14994_E_cloacae_ATCC13047-ECL_RS00990	C	OS	7560	3899	7354	7560	s0	helix-turn-helix domain-containing protein
  14995_E_cloacae_ATCC13047-ECL_RS00995	C	OSSS	3072	1097	2956	3072	s0	acyltransferase
  14996_E_cloacae_ATCC13047-ECL_RS01000	C	OSS	5149	2670	4980	5149	s1	membrane protein
  14997_E_cloacae_ATCC13047-ECL_RS01005	C	OSSS	4209	2076	4072	4209	s0	glyQ - glycine--tRNA ligase subunit alpha
  14998_E_cloacae_ATCC13047-ECL_RS01010	C	OSSDDS	4210	2077	4073	4210	s0	glyS - glycine--tRNA ligase subunit beta
  14999_E_cloacae_ATCC13047-ECL_RS01015	C	OS	7238	3695	7033	7238	s1	ATP-binding cassette domain-containing protein
  15000_E_cloacae_ATCC13047-ECL_RS01020	C	OSS	4635	2373	4492	4635	s1	HTH-type transcriptional regulator
  15001_E_cloacae_ATCC13047-ECL_RS01025	C	OSSS	3069	1094	2953	3069	s0	DUF3053 domain-containing protein
  15002_E_cloacae_ATCC13047-ECL_RS01030	C	OSS	560	57	542	560	s1	cspA - RNA chaperone/antiterminator CspA
  15003_E_cloacae_ATCC13047-ECL_RS01035	C	OSSS	2317	490	2217	2317	s0	ghrB - glyoxylate/hydroxypyruvate reductase GhrB
  15004_E_cloacae_ATCC13047-ECL_RS01040	C	OSS	6202	3177	6008	6202	s0	MFS transporter
  15005_E_cloacae_ATCC13047-ECL_RS01045	C	OSS	6065	3101	5874	6065	s0	sugar kinase
  15006_E_cloacae_ATCC13047-ECL_RS01050	C	OSS	6926	3529	6724	6926	s0	sugar phosphate isomerase/epimerase
  15007_E_cloacae_ATCC13047-ECL_RS01055	C	OSS	7270	3713	7064	7270	s0	LacI family DNA-binding transcriptional regulator
  15008_E_cloacae_ATCC13047-ECL_RS01060	C	OSSS	2861	939	2751	2861	s0	OmpA family lipoprotein
  15009_E_cloacae_ATCC13047-ECL_RS01065	C	OD	1079	134	1034	1079	s1	molybdopterin guanine dinucleotide-containing S/N-oxide reductase
